italia dei	PREFIX:1
italia dei valori	ORG:1
italia marittima	ORG:1
italia nostra	ORG:1
italia1	ORG:1
italiaoggi	ORG:1
italiauno	ORG:1
italscania	ORG:2
italspurgo	ORG:1
itap	ORG:1
itas	ORG:2	PREFIX:4
itas assicurazioni	ORG:1
itas diatec	ORG:1	PREFIX:1
itas diatec trentino	ORG:1
itas vita	ORG:1
itc	ORG:1	PREFIX:1
itc -	PREFIX:1
itc - irst	ORG:1
itcg	ORG:1
itea	ORG:2
itf	ORG:1
iti	ORG:1
itis	ORG:1
itri	ORG:1
itt	ORG:1
iva	NIL:1
ivaco	ORG:1
iveco	ORG:1
izvestia	ORG:1
j.p.	PREFIX:1
j.p. morgan	ORG:1
jaguar	ORG:1	PREFIX:1
jaguar italia	ORG:1
jaido	ORG:1
jal	ORG:1
james	PREFIX:1
james taylor	PREFIX:1
james taylor quartet	ORG:1
jamiroquai	ORG:1
janeselli	PREFIX:1
janeselli porte	ORG:1
japex	ORG:1
jelcz	ORG:1
jeol	ORG:1
jersey	PREFIX:1
jersey european	PREFIX:1
jersey european airways	ORG:1
jessi	ORG:1
jet	PREFIX:1
jet club	ORG:1
jetborne	ORG:1
jethro	PREFIX:1
jethro tull	ORG:1
joe	PREFIX:1
joe strummer	PREFIX:1
joe strummer and	PREFIX:1
joe strummer and the	PREFIX:1
joe strummer and the mescaleros	ORG:1
jolly	TSO:1
joy	PREFIX:1
joy division	ORG:1
judas	PREFIX:1
judas priest	ORG:1
judo	TSO:1
juliusbana	ORG:1
jumpo	PREFIX:1
jumpo market	ORG:1
jurassic	PREFIX:1
jurassic park	NIL:1
just	PREFIX:1
just another	PREFIX:1
just another illusion	ORG:1
juve	ORG:1
jvc	ORG:1
k	PREFIX:1
k -	PREFIX:1
k - swiss	ORG:1
kaitech	ORG:1
kajima	ORG:1
kaman	ORG:1
kanebo	ORG:1
kappa	ORG:1	PREFIX:1
kappa sport	ORG:1
kayex	ORG:1
kayserispor	ORG:1
kdd	ORG:1
keener	ORG:1
kellogg	ORG:1
kellwood	ORG:1
kelly	ORG:1
kelme	ORG:1	PREFIX:1
kelme -	ORG:1
kenmare	ORG:1
kennametal	ORG:1
kerr	PREFIX:1
kerr -	PREFIX:1
kerr - mcgee	ORG:1
kerself	ORG:1
kfc	ORG:1
kftcic	ORG:1
kgb	ORG:1
khashoggi	ORG:1
kia	ORG:1
kiic	ORG:1
kimberly	PREFIX:1
kimberly -	PREFIX:1
kimberly - clark	ORG:1
kiss	PREFIX:1
kiss kiss	ORG:1
kitagawa	ORG:1
kiwi	PREFIX:1
kiwi international	PREFIX:1
kiwi international air	PREFIX:1
kiwi international air lines	ORG:1
kline	ORG:1
klm	ORG:1
kmart	ORG:1
kme	PREFIX:1
kme la	PREFIX:1
kme la doria	ORG:1
knight	PREFIX:2
knight -	PREFIX:2
knight - ridder	ORG:1	PREFIX:1
knight - ridder -	PREFIX:1
knight - ridder - tribune	ORG:1
knoll	ORG:1
kodak	ORG:1
kodarna	ORG:1
komarek	ORG:1
komatsu	ORG:1
komatsubara	ORG:1
konoike	ORG:1
kopin	ORG:1
kpmg	ORG:2
kpn	ORG:1
krakatau	ORG:1
kriegsmaler	ORG:1
kristiansand	ORG:1
krupp	ORG:1
krypton	ORG:1
kubota	ORG:1
kufpec	ORG:1
kuhlman	ORG:1
kuozoi	ORG:1
kyocera	ORG:1
kyowa	ORG:1
kässbohrer	PREFIX:1
kässbohrer geländeefahrzeug	ORG:1
l.a.r.a.	ORG:1
l.a.v.	ORG:1
la	PREFIX:14
la 7	ORG:1
la banda	PREFIX:1
la banda bassotti	ORG:1
la fenice	ORG:1
la fondiaria	ORG:1
la gaiana	ORG:1
la giaiana	ORG:1
la ginori	ORG:1
la nuova	PREFIX:1
la nuova sardegna	ORG:1
la padania	ORG:1
la pergola	ORG:1
la repubblica	ORG:1
la sette	ORG:1
la sportiva	ORG:1
la stampa	ORG:1
la7	ORG:1
lachema	ORG:1
lacos	ORG:1
lacufa	ORG:1
lafarge	ORG:1
lamb	PREFIX:1
lamb -	PREFIX:1
lamb - weston	ORG:1
lambda	ORG:1
lamborghini	ORG:1
lamela	ORG:1
lamet	PREFIX:1
lamet international	ORG:1
lampre	ORG:1
lancia	PREFIX:1
lancia ypsilon	NIL:1
lanificio	PREFIX:1
lanificio f.lli	PREFIX:1
lanificio f.lli dalsasso	ORG:1
latemar	PREFIX:1
latemar 2200	ORG:1
latte	PREFIX:1
latte trento	ORG:1
lattemiele	ORG:1
lauda	PREFIX:1
lauda air	ORG:1
laudaair	ORG:1
lauga	ORG:1
laura	PREFIX:1
laura biagiotti	ORG:1
lavanderia	PREFIX:1
lavanderia manini	ORG:1
lavazza	ORG:1
lavorwash	ORG:1
lazio	ORG:1
lcac	ORG:1
le	PREFIX:2
le figaro	ORG:1
le pietre	PREFIX:1
le pietre focaie	ORG:1
league	ORG:1
leasinvest	ORG:1
lega	ORG:1	PREFIX:2
lega anti	PREFIX:1
lega anti vivisezione	ORG:1
lega italiana	PREFIX:1
lega italiana protezione	PREFIX:1
lega italiana protezione uccelli	ORG:1
legadue	ORG:1
legambiente	ORG:1
legea	PREFIX:1
legea scafati	ORG:1
legia	ORG:1
legnami	ORG:1	PREFIX:1
legnami giovannini	ORG:1
legno	ORG:1
lego	ORG:1
legoprint	ORG:1
leica	ORG:1
leiti	ORG:1
lenovo	ORG:1	PREFIX:2
lenovo -	PREFIX:1
lenovo - ibm	ORG:1
lenovo ibm	ORG:1
lens	ORG:1
lepton	ORG:1
lesieur	PREFIX:1
lesieur -	PREFIX:1
lesieur - cotelle	ORG:1
levadia	PREFIX:1
levadia tallin	ORG:1
levico	PREFIX:1
levico acque	PREFIX:1
levico acque minerali	ORG:1
levicofin	ORG:1
levski	PREFIX:1
levski sofia	ORG:1
lg	ORG:1
liabel	PREFIX:1
liabel maglieria	PREFIX:1
liabel maglieria intima	ORG:1
liberali	ORG:1
liberazione	ORG:1
libertas	ORG:1
libreria	PREFIX:1
libreria universitaria	ORG:1
licensintorg	ORG:1
lidl	ORG:1
lido	PREFIX:1
lido riva	ORG:1
liegi	PREFIX:2
liegi -	PREFIX:1
liegi - bastogne	PREFIX:1
liegi - bastogne -	PREFIX:1
liegi - bastogne - liegi	ORG:1
liegi bastogne	PREFIX:1
liegi bastogne liegi	ORG:1
liem	ORG:1
liga	PREFIX:2
liga veneta	ORG:1	PREFIX:1
liga veneta repubblica	ORG:1
lincoln	ORG:1
linee	PREFIX:1
linee aeree	PREFIX:1
linee aeree italiane	ORG:1
lineltex	ORG:1
linux	NIL:1
lipu	ORG:1
liquigas	ORG:2
lista	TSO:1	PREFIX:1
lista pannella	ORG:1
liteks	PREFIX:1
liteks lovech	ORG:1
litfiba	ORG:1
litografia	TSO:1
litografica	TSO:1
litopat	ORG:1
liturgia	NIL:1
litus	ORG:1
liverpool	ORG:1
livolsi	PREFIX:1
livolsi &	PREFIX:1
livolsi & partners	ORG:1
livorno	ORG:1
lloyd'	PREFIX:1
lloyd' s	ORG:1
lloyds	ORG:1
locafit	ORG:1
locat	ORG:1
lockheed	ORG:1
loctite	ORG:1
loewe	ORG:1
logovaz	ORG:1
lokomotiv	ORG:1	PREFIX:2
lokomotiv mosca	ORG:1
lokomotiv sofia	ORG:1
lombarda	ORG:1
lombardi	PREFIX:1
lombardi reico	PREFIX:1
lombardi reico ingegneria	ORG:1
longines	ORG:1
longman	ORG:1
longmans	ORG:1
lonrho	ORG:1
loral	ORG:1
los	PREFIX:1
los angeles	PREFIX:1
los angeles times	ORG:1
lot	ORG:1
lotta	PREFIX:1
lotta continua	ORG:1
lottomatica	ORG:1	PREFIX:1
lottomatica roma	ORG:1
lottomaticauil	ORG:1
louis	PREFIX:3
louis -	PREFIX:1
louis - vuitton	PREFIX:1
louis - vuitton -	PREFIX:1
louis - vuitton - cup	ORG:1
louis vuitton	ORG:1	PREFIX:1
louis vuitton cup	ORG:1
louisiana	PREFIX:1
louisiana -	PREFIX:1
louisiana - pacific	ORG:1
lovable	ORG:1
ltcb	ORG:1
ltu	ORG:1
lube	PREFIX:1
lube banca	PREFIX:1
lube banca marche	PREFIX:1
lube banca marche macerata	ORG:1
lubrizol	ORG:1
lucchese	ORG:1
lucida	PREFIX:1
lucida follia	ORG:1
lucky	PREFIX:1
lucky -	PREFIX:1
lucky - goldstar	ORG:1
lufthansa	ORG:1
lukens	ORG:1
luna	PREFIX:3
luna -	PREFIX:1
luna - rossa	ORG:1
luna rossa	ORG:1	PREFIX:1
luna rossa challenge	ORG:1
lunarossa	ORG:1
lunelli	ORG:1
luxair	ORG:1
luxottica	ORG:1	PREFIX:1
luxottica group	ORG:1
mac	PREFIX:1
mac os	NIL:1
maccabi	PREFIX:1
maccabi haifa	ORG:1
macos	NIL:1
mafia	ORG:1
maggiora	PREFIX:1
maggiora latina	ORG:1
maglificio	TSO:1	PREFIX:1
maglificio bellia	ORG:1
magma	ORG:1
magneti	PREFIX:1
magneti marelli	ORG:1
magni	ORG:1
magnifica	PREFIX:1
magnifica comunità	PREFIX:1
magnifica comunità di	PREFIX:1
magnifica comunità di fiemme	PREFIX:1
magnifica comunità di fiemme azienda	PREFIX:1
magnifica comunità di fiemme azienda segagione	ORG:1
mago	NIL:1
magsistem	ORG:1
mail	PREFIX:2
mail service	ORG:1	PREFIX:1
mail service corigliano	ORG:1
makro	ORG:1
mal'	PREFIX:1
mal' ombra	ORG:1
malev	ORG:1
maltauro	ORG:1
mammi	ORG:1
manchester	PREFIX:4
manchester city	ORG:1
manchester united	ORG:1
manchester unt	ORG:1
manchester utd	ORG:1
manetek	ORG:1
manfrini	PREFIX:1
manfrini arti	PREFIX:1
manfrini arti grafiche	PREFIX:1
manfrini arti grafiche vallagarina	ORG:1
manifattura	ORG:1	TSO:1	PREFIX:1
manifattura pergine	ORG:1
manifatture	TSO:1
manpower	ORG:2
manuli	PREFIX:1
manuli rubber	ORG:1
manville	ORG:1
manx	PREFIX:1
manx airlines	ORG:1
manzardo	ORG:1
mapco	ORG:1
mapei	ORG:1
marabese	PREFIX:1
marabese design	ORG:1
marangoni	ORG:1	PREFIX:1
marangoni pneumatici	ORG:1
marazzi	ORG:1	PREFIX:1
marazzi group	ORG:1
marcolin	ORG:1
marelli	ORG:1
marflet	ORG:1
margherita	ORG:1
margoni	ORG:1	PREFIX:1
margoni auto	ORG:1
mariella	PREFIX:2
mariella burani	ORG:1	PREFIX:1
mariella burani fashion	ORG:1
marietta	ORG:1
marines	ORG:1
marlboro	ORG:1
marmi	PREFIX:3
marmi lanza	ORG:1	PREFIX:2
marmi lanza verona	ORG:1	PREFIX:1
marmi lanza verona sparkling	PREFIX:1
marmi lanza verona sparkling milano	ORG:1
marr	ORG:1
marriott	ORG:1
marsilli	ORG:1
marsoner	ORG:1
marstellar	ORG:1
marubeni	ORG:1
mary'	PREFIX:1
mary' s	PREFIX:1
mary' s jail	ORG:1
marzotto	ORG:1
mascalzone	PREFIX:3
mascalzone -	PREFIX:1
mascalzone - latino	ORG:1
mascalzone latino	ORG:1	PREFIX:1
mascalzone latino -	PREFIX:1
mascalzone latino - capitalia	PREFIX:1
mascalzone latino - capitalia team	ORG:1
masco	ORG:1
maserati	ORG:1	PREFIX:1
maserati quattroporte	NIL:1
maso	PREFIX:1
maso impianti	ORG:1
massive	PREFIX:1
massive attack	ORG:1
massoneria	ORG:1
massport	ORG:1
mastercard	ORG:1
masters	ORG:1
materdomini	ORG:1	PREFIX:1
materdomini volley.it	PREFIX:1
materdomini volley.it castellana	PREFIX:1
materdomini volley.it castellana grotte	ORG:1
matra	ORG:1
matsuhsita	ORG:1
matsushita	ORG:1
mattel	ORG:1
mattra	ORG:1
mav	ORG:1
maxell	ORG:1
maxicare	ORG:1
maxtopix	ORG:1
maxtor	ORG:1
maxwell	ORG:1
maxxam	ORG:1
maytag	ORG:1
mazda	ORG:1
mb	ORG:1
mbac	ORG:1
mbda	ORG:1
mbp	ORG:1
mc	PREFIX:1
mc donalds	ORG:1
mc.	PREFIX:1
mc. donalds	ORG:1
mc.donalds	ORG:1
mccormick	ORG:1
mcdermott	ORG:1
mcdonald'	PREFIX:1
mcdonald' s	ORG:1
mcdonalds	ORG:1
mcdonnell	PREFIX:1
mcdonnell -	PREFIX:1
mcdonnell - douglas	ORG:1
mcgraw	ORG:1	PREFIX:1
mcgraw -	PREFIX:1
mcgraw - hill	ORG:1
mci	ORG:1
mclaren	ORG:1	PREFIX:1
mclaren -	PREFIX:1
mclaren - mercedes	ORG:1
mcnc	ORG:1
mead	ORG:1
mec	ORG:1	PREFIX:2
mec &	PREFIX:2
mec & gregory'	PREFIX:1
mec & gregory' s	ORG:1
mec & gregorys	ORG:1
media	PREFIX:2
media inferiore	NIL:1
media superiore	NIL:1
mediaset	ORG:1
medici	PREFIX:1
medici senza	PREFIX:1
medici senza frontiere	ORG:1
medicina	PREFIX:1
medicina del	PREFIX:1
medicina del lavoro	ORG:1
mediobanca	ORG:1
mediocredito	ORG:1	PREFIX:1
mediocredito trentino	PREFIX:1
mediocredito trentino alto	PREFIX:1
mediocredito trentino alto adige	ORG:1
mediolanum	ORG:1
mediterranea	PREFIX:1
mediterranea delle	PREFIX:1
mediterranea delle acque	ORG:1
medserv	ORG:1
medtronic	ORG:1
meeting	TSO:1
megadata	ORG:1
melinda	ORG:1
meliorbanca	ORG:1
menarini	ORG:1
mentadent	ORG:1
mentrix	ORG:1
mercati	PREFIX:2
mercati generali	ORG:1
mercati riuniti	ORG:1
mercatone	PREFIX:2
mercatone -	PREFIX:1
mercatone - uno	ORG:1
mercatone uno	ORG:1
mercatoneuno	ORG:1
mercedes	ORG:1	PREFIX:11
mercedes -	PREFIX:1
mercedes - benz	ORG:1
mercedes C	PREFIX:1
mercedes C 220	NIL:1
mercedes benz	ORG:1
mercedes c	PREFIX:1
mercedes c 200k	NIL:1
mercedes c200k	NIL:1
mercedes classe	PREFIX:3
mercedes classe a	NIL:1
mercedes classe b	NIL:1
mercedes classe e	NIL:1
mercedes clk	NIL:1
mercedes cls	NIL:1
mercedes slk	NIL:1
merck	ORG:1
mercury	ORG:1
meredith	ORG:1
meridian	ORG:1
meridiana	ORG:1
merloni	ORG:1	PREFIX:1
merloni elettrodomestici	ORG:1
messaggero	ORG:1
messerschmitt	PREFIX:1
messerschmitt -	PREFIX:1
messerschmitt - bolkow	PREFIX:1
messerschmitt - bolkow -	PREFIX:1
messerschmitt - bolkow - blohm	ORG:1
metallgesellschaft	ORG:1
metalsistem	ORG:2
metalurg	PREFIX:1
metalurg zaporizhya	ORG:1
metaphor	ORG:1
metbelosa	ORG:1
meteotrentino	ORG:1
methode	ORG:1
metrika	ORG:1
metro	PREFIX:1
metro goldwin	PREFIX:1
metro goldwin mayer	ORG:1
metropolis	ORG:1
metropolitan	ORG:1
mexicana	PREFIX:1
mexicana airlines	ORG:1
mf	ORG:1
mg	ORG:1
mgk	ORG:1
mgm	ORG:1
mia	PREFIX:1
mia holding	ORG:1
mibac	ORG:1
michelin	ORG:1	PREFIX:1
michelin italiana	ORG:1
microsoft	ORG:1	PREFIX:2
microsoft office	NIL:1
microsoft word	NIL:1
microsost	ORG:1
middlesbrough	ORG:1
midland	ORG:1
midlothian	ORG:1
midwest	PREFIX:1
midwest express	ORG:1
milano	PREFIX:4
milano assicurazioni	ORG:2
milano city	PREFIX:1
milano city marathon	ORG:1
milano finanza	ORG:1
millegrobbe	ORG:1
millipore	ORG:1
minebea	ORG:1
mini	NIL:1	PREFIX:1
mini cooper	NIL:1
minimed	ORG:1
ministero	TSO:1
minnie'	PREFIX:1
minnie' s	ORG:1
minorco	ORG:1
mips	ORG:1
mirabilandia	ORG:1
miramax	ORG:1
misconel	ORG:1
mit	ORG:1
mitac	ORG:1
mitas	ORG:1
mitsubisci	PREFIX:1
mitsubisci lancer	NIL:1
mitsubishi	ORG:1	PREFIX:2
mitsubishi lancer	NIL:1
mitsubishi wrc	NIL:1
mitsui	ORG:1
mittel	ORG:1
mivar	ORG:1
mlada	PREFIX:1
mlada boleslav	ORG:1
mmg	ORG:1
mobil	ORG:1
mobilificio	TSO:1
moby	PREFIX:1
moby lines	ORG:1
modello	NIL:1	PREFIX:2
modello 730	NIL:1
modello unico	NIL:1
modofood	ORG:1
modugno	PREFIX:1
modugno volley	PREFIX:1
modugno volley ba	ORG:1
molde	ORG:1
molex	ORG:1
momento	PREFIX:1
momento sera	ORG:1
momo	ORG:1
mondadori	ORG:1	PREFIX:2
mondadori editore	ORG:1
mondadori printing	ORG:1
mondial	PREFIX:2
mondial moto	ORG:1
mondial porfidi	ORG:1
mondialfiemme	ORG:1
mondo	PREFIX:2
mondo home	PREFIX:1
mondo home entertainment	ORG:1
mondo tv	ORG:1
monini	ORG:1	PREFIX:1
monini spoleto	ORG:1
monrif	ORG:1
montabondone	ORG:1
monte	PREFIX:3
monte -	PREFIX:1
monte - bondone	ORG:1
monte baldo	PREFIX:1
monte baldo servizi	ORG:1
monte dei	PREFIX:1
monte dei paschi	PREFIX:1
monte dei paschi di	PREFIX:1
monte dei paschi di siena	ORG:1
montebondone	ORG:1
montedison	ORG:2
montefibre	ORG:1
montepaschi	PREFIX:1
montepaschi siena	ORG:1
monti	PREFIX:1
monti ascensori	ORG:1
moody'	PREFIX:1
moody' s	ORG:1
moovida	ORG:1
moraedil	ORG:1
morcheeba	ORG:1
morfea	ORG:1
morini	ORG:1
moro	PREFIX:1
moro di	PREFIX:1
moro di venezia	ORG:1
morphisio	ORG:1
mortorola	ORG:1
mossad	ORG:1
mossoviet	ORG:1
moto	PREFIX:2
moto guzzi	ORG:1
moto morini	ORG:1
motorizzazione	PREFIX:2
motorizzazione civile	ORG:1
motorizzazione civili	ORG:1
motorola	ORG:1
motorsport	ORG:1
mottura	ORG:1
mountain	NIL:1
movimento	TSO:1	PREFIX:4
movimento monarchico	ORG:1	PREFIX:1
movimento monarchico italiano	ORG:1
movimento per	PREFIX:2
movimento per l'	ORG:1	PREFIX:1
movimento per l' ulivo	ORG:1
mp3	NIL:1
mpeg	NIL:1
mps	ORG:1
msc	ORG:1	PREFIX:1
msc crociere	ORG:1
msci	ORG:1
msn	ORG:1
mtb	ORG:1
mtex	ORG:1
mtv	ORG:1
mtv2	ORG:1
mujahidin	ORG:1
mulinex	ORG:1
muller	PREFIX:1
muller turgau	NIL:1
murderwewrote	ORG:1
museo	TSO:1
mutuo	NIL:1
mv	PREFIX:1
mv agusta	ORG:1
n'	PREFIX:1
n' drangheta	ORG:1
n.h.s.	ORG:1
nacco	ORG:1
nacional	PREFIX:1
nacional madeira	ORG:1
nalco	ORG:1
nalfloc	ORG:1
nalhoe	PREFIX:1
nalhoe holdings	ORG:1
nancy	ORG:1
nas	ORG:1
nascivera	ORG:1
nasco	ORG:1
nasdaq	NIL:1	ORG:1
nastra	ORG:1
national	TSO:1	PREFIX:2
national geographic	ORG:1
national instruments	ORG:1
nato	ORG:1
navale	PREFIX:1
navale assicurazioni	ORG:1
navigazione	PREFIX:1
navigazione montanari	ORG:1
navigo.it	PREFIX:1
navigo.it teramo	ORG:1
nba	ORG:1
nbc	ORG:1
nchip	ORG:1
ndrangheta	ORG:1
nec	ORG:1
necchi	ORG:1
negri	PREFIX:1
negri bossi	ORG:1
nerco	ORG:1
neste	ORG:1
nestle	ORG:1
nestlè	ORG:1
nestlé	PREFIX:1
nestlé italiana	ORG:1
net	ORG:2
netcom	ORG:1
networld	ORG:1
neuricam	ORG:1
neuro	PREFIX:1
neuro star	ORG:1
neurologia	ORG:1
new	PREFIX:3
new -	PREFIX:1
new - zealand	ORG:1
new york	PREFIX:1
new york times	ORG:1
new zealand	ORG:1
newbridge	ORG:1
newcastle	ORG:1	PREFIX:1
newcastle united	ORG:1
newell	ORG:1
news	PREFIX:1
news -	PREFIX:1
news - corp.	ORG:1
newsweek	ORG:1
newzealand	ORG:1
nexas	ORG:1
nfl	ORG:1
ngt	ORG:1
nhs	ORG:1
nice	ORG:1
nichimen	ORG:1
nichirin	ORG:1
nick	PREFIX:1
nick at	PREFIX:1
nick at nite	ORG:1
nickelodeon	ORG:1
nike	ORG:1
nikkei	ORG:1
nikon	ORG:1
nioc	ORG:1
nipro	ORG:1
nirvana	ORG:1
nissan	ORG:1	PREFIX:7
nissan micra	NIL:1
nissan pajero	NIL:1
nissan pickup	NIL:1
nissan primera	NIL:1
nissan primiera	NIL:1
nissan terraneo	NIL:1
nissan terrano	PREFIX:1
nissan terrano II	NIL:1
nissei	ORG:1
nissin	ORG:1
nitta	PREFIX:1
nitta -	PREFIX:1
nitta - moore	ORG:1
nivac	ORG:1
nkk	ORG:1
no	PREFIX:2
no -	PREFIX:1
no - global	ORG:1
no global	ORG:1
noarna	ORG:1
nobel	NIL:1
noemalife	ORG:1
nofra	ORG:1
noicom	ORG:1
noise	PREFIX:1
noise keeper	ORG:1
nokia	ORG:1	PREFIX:2
nokia corporation	ORG:1
nokia italia	ORG:1
nomansland	ORG:1
nomura	ORG:1
noraduto	ORG:1
noranda	ORG:1
nord	PREFIX:1
nord vetri	ORG:1
nordauto	ORG:1
nordeco	ORG:1
nordic	ORG:1
nordica	ORG:1
nordiko	ORG:1
norinco	ORG:1
noritake	ORG:1
norplex	ORG:1
nortek	ORG:1
northrop	ORG:1
northwest	PREFIX:1
northwest airlines	ORG:1
norticanta	ORG:1
norton	ORG:1
nosio	ORG:1
novellus	ORG:1
novespace	ORG:1
novurania	ORG:1
novuspharma	ORG:1
ntt	ORG:1
ntv	ORG:1
nucleo	TSO:1
nucor	ORG:1
nummi	ORG:1
nuova	PREFIX:1
nuova rosalpina	ORG:1
nuove	PREFIX:1
nuove participazioni	PREFIX:1
nuove participazioni industriali	ORG:1
nurtanio	ORG:1
nutkao	ORG:1
nvidia	ORG:1
nvryan	ORG:1
nwa	ORG:1
nynex	ORG:1
nyse	ORG:1
o.n.l.u.s.	ORG:1
o.n.u.	ORG:1
o.p.e.c.	ORG:1
o.r.v.e.a	ORG:1
oak	PREFIX:1
oak -	PREFIX:1
oak - mitsui	ORG:1
oasis	ORG:1
obbligazionario	NIL:1
oberoi	ORG:1
oberosler	ORG:2
obi	ORG:1
occidental	ORG:1
ocse	ORG:1
odense	PREFIX:1
odense bk	ORG:1
office	NIL:1
officina	PREFIX:1
officina brennero	ORG:1
officine	ORG:1	PREFIX:2
officine galileo	ORG:1
officine meccaniche	ORG:1
offspring	ORG:1
ogilvy	ORG:1
ogm	NIL:1
okamoto	ORG:1
olamtel	ORG:1
olcese	ORG:2
old	PREFIX:1
old bar	ORG:1
oldsmobile	ORG:1
olidata	ORG:1
olimpaidi	PREFIX:2
olimpaidi estive	ORG:1
olimpaidi invernali	ORG:1
olimpia	ORG:1
olin	ORG:1
olivetti	ORG:1
olot	PREFIX:1
olot bv	ORG:1
olp	ORG:1
olympiakos	PREFIX:1
olympiakos pireo	ORG:1
olympic	PREFIX:1
olympic airways	ORG:1
olympique	PREFIX:1
olympique marsiglia	ORG:1
omega	ORG:1
omnicom	ORG:1
omniscom	ORG:1
omnitel	ORG:1
omr	ORG:1
omron	ORG:1
oms	ORG:1
onama	ORG:1
onbanca	ORG:1
ondeo	PREFIX:1
ondeo degremont	ORG:1
one	PREFIX:1
one -	PREFIX:1
one - o	PREFIX:1
one - o -	PREFIX:1
one - o - one	ORG:1
onex	ORG:1
onlus	ORG:1
onoda	ORG:1
onu	ORG:1
opa	NIL:1
opec	ORG:1
opel	ORG:1	PREFIX:6
opel astra	NIL:1
opel calibra	NIL:1
opel corsa	NIL:1
opel franceschi	ORG:1
opel kadett	NIL:1
opel tigra	NIL:1
open	NIL:1
opengate	ORG:1
opera	PREFIX:1
opera universitaria	ORG:1
opus	PREFIX:1
opus dei	ORG:1
opusdei	ORG:1
opv	NIL:1
or.ba.ri.	ORG:1
or.ve.a.	ORG:1
oracle	ORG:1
orange	ORG:1
oratorio	TSO:1
orbari	ORG:1
orbis	ORG:1
orchestra	TSO:1
ordine	TSO:1	PREFIX:1
ordine degli	PREFIX:1
ordine degli avvocati	ORG:1
orient	PREFIX:1
orient avia	ORG:1
orioles	ORG:1
orion	ORG:1
orogel	ORG:1
orogil	ORG:1
orsa	ORG:1
ortho	ORG:1
orvea	ORG:2
osasuna	ORG:1
osservatore	PREFIX:1
osservatore romano	ORG:1
ossicolor	ORG:1
ostetricia	ORG:1
otis	ORG:1
oto	PREFIX:1
oto melara	ORG:1
outcry	ORG:1
outline	ORG:1
owens	ORG:1
oxfam	ORG:1
oxiquimica	ORG:1
oxychem	ORG:1
p.a.t	ORG:1
p.c.i.	ORG:1
p.d.s.	ORG:1
p.r.i.	ORG:1
p.s.d.i.	ORG:1
p.s.i.	ORG:1
paccar	ORG:1
pacific	PREFIX:1
pacific coastal	PREFIX:1
pacific coastal airlines	ORG:1
pacificorp	ORG:1
pactel	ORG:1
paganella	PREFIX:1
paganella 2001	ORG:1
pagnossin	ORG:1
painewebber	ORG:1
pall	ORG:1
pallacanestro	PREFIX:2
pallacanestro cantÙ	ORG:1
pallacanestro cantù	ORG:1
palmar	ORG:1
palmco	ORG:1
palmco.	ORG:1
pam	ORG:1
pama	ORG:1
panamsat	ORG:1
panariagroup	ORG:1	PREFIX:1
panariagroup industrie	PREFIX:1
panariagroup industrie ceramiche	ORG:1
panarotta	PREFIX:1
panarotta 2002	ORG:1
panasonic	ORG:1
panathinaikos	ORG:1	PREFIX:1
panathinaikos atene	ORG:1
panavia	ORG:1
panificio	PREFIX:1
panificio vivaldelli	ORG:1
panini	ORG:1
paninvest	PREFIX:1
paninvest finance	ORG:1
panorama	ORG:1
papst	ORG:1
paramount	ORG:1	PREFIX:2
paramount pictures	ORG:1
paramount tv	ORG:1
paravision	ORG:1
parco	TSO:1
paris	PREFIX:1
paris saint	PREFIX:1
paris saint germain	ORG:1
parlamento	PREFIX:1
parlamento europeo	ORG:1
parmalat	ORG:1	PREFIX:2
parmalat finanziaria	ORG:2
parsytec	ORG:1
partecipazioni	PREFIX:1
partecipazioni italiane	ORG:1
partito	TSO:1	PREFIX:9
partito comunista	ORG:1
partito della	PREFIX:1
partito della rifondazione	PREFIX:1
partito della rifondazione comunista	ORG:1
partito di	PREFIX:1
partito di rifondazione	PREFIX:1
partito di rifondazione comunista	ORG:1
partito popolare	ORG:1	PREFIX:1
partito popolare italiano	ORG:1
partito repubblicano	ORG:1	PREFIX:1
partito repubblicano italiano	ORG:1
partito sardo	PREFIX:1
partito sardo d'	PREFIX:1
partito sardo d' azione	ORG:1
partito umanista	ORG:1
partizan	PREFIX:1
partizan belgrado	ORG:1
pas	ORG:1
pasquazzo	ORG:1
pasta	PREFIX:1
pasta jolly	ORG:1
pastificio	ORG:1	PREFIX:1
pastificio felicetti	ORG:1
pat	ORG:1
patriarcato	ORG:1	PREFIX:2
patriarcato ortodosso	ORG:1	PREFIX:1
patriarcato ortodosso di	PREFIX:1
patriarcato ortodosso di mosca	ORG:1
patronato	ORG:1
patt	ORG:1
patto	PREFIX:1
patto segni	ORG:1
pci	ORG:1
pdci	ORG:1
pds	ORG:1
peake	ORG:1
pearle	ORG:1
pechiney	ORG:1
pecom	PREFIX:1
pecom -	PREFIX:1
pecom - nec	ORG:1
pedavena	ORG:1
peio	PREFIX:1
peio funivie	ORG:1
pejo	PREFIX:1
pejo funivie	ORG:1
pennzoil	ORG:1
penske	ORG:1
pentair	ORG:1
pepsico	ORG:1
perkin	PREFIX:1
perkin -	PREFIX:1
perkin - elmer	ORG:1
perlier	ORG:1
permasteelisa	ORG:1
pertamina	ORG:1
pessina	PREFIX:1
pessina costruzioni	ORG:1
pet	NIL:1	PREFIX:1
pet shop	PREFIX:1
pet shop boys	ORG:1
petrokimia	ORG:1
petrolvilla	PREFIX:1
